nama,reviews,rating
yuliana Ciungwanara,"Doyan banget sama nasi goreng cabe ijo ya. Ternyata itu menu favorit pengunjung. Pelayanan sangat baik dan ramah. Suasana juga enak, tempat menyenangkan buat santai dan ngobrol ama teman dan keluarga. Semoga lain kali bisa balik lagi buat nyicipin menu lain. Asyik... Ada live musicnya juga di hari sabtu. ❤️",5 bintang
Halis Nur,"Tempatnya asik, sangat instagramable. Parkiran mobil susah, sering parkir dipinggir jalan. Harga menu mahal, menunya enak juga. Sekali setahun baru bs kesini",4 bintang
Diva Azalia,"Pelayanannya ramah, suasana comfy, interiornya bagus",5 bintang
Naqli Asy Syams (ACT),"Harus coba menu favorite ku IGA BAKAR, selama ini Service🙏🏻🥰🔥 …",5 bintang
Wilda Febrianti,"Makanannya enak
Cuma saya merasa pelayanannya kurang ramah",5 bintang
mudhi andhika putra,"kami datang 11 orang kemarin siang, tempat 1 ruangan sendiri. pesan makanan dan makanan datang lebih dari 1 jam padahal kondisi resto tidak ramai.

mohon direview ulang ya pak owner para karyawannya",3 bintang
Rafika Sabir,"Makanan dan minumannya enak2, next arisan family di sini deh... recommended smua mknannya👍❤️",5 bintang
nintai daijobu,"Recommended, tempatnya nyaman, makanannya enak2.. 👍",5 bintang
Naqli Asy Syams (ACT),"Harus coba menu favorite ku IGA BAKAR, selama ini Service🙏🏻🥰🔥",5 bintang
zulkifli kifli,"Sudah dua kali kesini selal, makanan  datang lamaaaaaaaaaaaaaa sekaliiiiiii",2 bintang
Putri Jayanti,"tempat nongkrong baru, pelayanan sangat baik & ramah",5 bintang
Nurhayani Agus,"Makanannya enak, tempatnya cukup bagus untuk ngumpul tapi tidak terlalu direkomendasikan sebagai tempat bekerja dalam waktu yang lama.",4 bintang
Noviana Saputri,"Suasana tenang, tempatnya nyaman, pelayanan baik dan ramah, makanannya enak2 👍🏻 …",5 bintang
Antares,"Good food, good services, steaknya enak",5 bintang
Puspa ayu putri,"pelayanan yg tdk bagus, selalu dicueki sya minta esbatu tp tdk prnh digubris pdhl org disebelah sya dbwkan mngkin krn liat kasta hahaha dasar pdhl cmn karyawan!! tmptnya ribut sekali musiknya tdk nyaman, makanan dan mnuman standar. cmn sekali sj mau kesni tdk mau lagi!!",3 bintang
Izzah Thalita,"saya makan disini karena ulangtahun sepupu saya, dan saya pesan sup iga bakar. makanannya enak banget!! dagingnya lembut nggak alot. sayangnya pelayanannya lama jadi dagingnya udah dingin. makanan yang lain juga lama dihidangkan. tapi saya …",5 bintang
M. Yusuf,"Servicenya hmm kali lah, Masa tidak bisa pinjam pulpen 🤏🏻🤏🏻 …",1 bintang
Subhan Satrianto,"Menurut saya pelayanan bagus ,. Berkesan ,. Tempatnya juga nyaman,.",5 bintang
Zee Honor At,"Pertama makan di resto ini...
Penyajian bagus rasa enak. Recomended 👍👌 …",5 bintang
Noviana Saputri,"Suasana tenang, tempatnya nyaman, pelayanan baik dan ramah, makanannya enak2 👍🏻",5 bintang
Izzah Thalita,"saya makan disini karena ulangtahun sepupu saya, dan saya pesan sup iga bakar. makanannya enak banget!! dagingnya lembut nggak alot. sayangnya pelayanannya lama jadi dagingnya udah dingin. makanan yang lain juga lama dihidangkan. tapi saya maklumi karena memang waktu itu resto sedang rame. minumannya sendiri kurang. saran saya jika ingin makan disini lebih baik minumannya pesan es teh manis atau air mineral saja. pelayanannya bisa ditingkatkan lagi",5 bintang
M. Yusuf,"Servicenya hmm kali lah, Masa tidak bisa pinjam pulpen 🤏🏻🤏🏻",1 bintang
Felix Panjaitan,Penyajian sangat lama dan pesanan yang datang tidak sesuai,1 bintang
Pharmacist Anamed,"Tempat nyaman, makanannya enak, sdh sering makan disini dan buat acara disini. Pleayanan jg baik",5 bintang
imran pashar,"Tempatnya sangat nyaman, live music, pengawainya sangat ramah, dan bersahabat",5 bintang
Rifka M,"Tempatnya nyaman, luas, bersih , toiletnya jg bersih , pelayanannya cepat dan ramah. Klo makanannya dri samosanya enak, nasgor cabe ijonya kurang berasa sii, soto betawinya lumayan dagingnya empuk tp masii kurang nendang bumbunya, pizzanya ok.",4 bintang
Milo Montang,"Pertama.. Staff oke, ramah dan gercep. Pelayanan juga bagus, helpful.

Kedua, untuk tempat nyaman dan bagus meskipun sayang untuk toilet hanya satu …",3 bintang
Linggar Ramadanti sukma,Laksa betawinya enak banget harga oke suasananya resto nyaman,5 bintang
Uknowwho Roller,Mesen makan sampe sejam lebih gak sampe2,1 bintang
Aisyah Amalia Fatihah Faisal,Tempatnya nyaman dan pelayanannya ramah. Untuk makanannya juga enak-enak,4 bintang
Ririn Limpo,Makanannya variatif dan enak. Harga makanan juga standar. Hanya air mineral sangat mahal.,4 bintang
Regina Lengkong,"Tempatnya sangat nyaman, makanan dan minumnya enak. Servicenya ramah2 semua. Very recommend",5 bintang
Milo Montang,"Pertama.. Staff oke, ramah dan gercep. Pelayanan juga bagus, helpful.

Kedua, untuk tempat nyaman dan bagus meskipun sayang untuk toilet hanya satu baik laki maupun perempuan, jadi antre lebih lama.

Ketiga, untuk makanan.. saya zonk banget pesan kwetiau sapi goreng.. berharap minimal sama seperti di buku menu (bukan seperti kwetiau sapi di jakarta fav saya), ternyata yang datang pucat dan benyek.. putus-putus pula.. zonk sih. Untuk menu lain saya coba punya anggota keluarga lain, cukup oke.. cukup enak. Oh ada satu yang aneh, untuk daging sapi yang dijadikan campuran di makanan kwetiau maupun brokoli agak aneh teksturnya dan lembeknya. Untuk minuman yang saya pesan, soya greentea cukup oke juga meskipun tidak spesial.

Makanya review saya seperti ini karena mau bagaimana pun restoran tetap yang utama adalah makanannya 😊
Semoga bisa menjadi masukan untuk perbaikan. Sukses selalu. Thank you",3 bintang
Hardiana Se,"Tempat nyaman bersih adem
Makanan enak
Pelayanan bagus dan cepat",5 bintang
Yolanda Sesa,Tempatnya Nyaman...makanan Ok,5 bintang
Viola Monicha,"tempat nyaman dan bersih, pelayanan ramah dari mba andha",5 bintang
Nesya Adina Atlas Budi,"Makanannya enak semua, ambience nya nyaman, pelayanan baik",5 bintang
Agung Wilaksana,Tempat nyaman makanan enak penyajian cepat staf ramah sangat recomend,5 bintang
Ifatriani Ifatriani,"Ruangan nyaman, pelayanan memuaskan dan pastix menu recomended👍 …",5 bintang
Inna Irna,"Lokasi strategis n nyaman, pelayanx jg ramah"", makananx enak",5 bintang
Oddy al-Warits,"Makanan dan minuman oke, tempat nyaman dan bagus, parkiran cukup luas",4 bintang
Armin Yasin,mantap pelayan dgn makanannya,5 bintang
endo_ yen08,"sound sistem merusak telinga,bikin telinga berdengung,pecah,kafe yg trblg menengah ke atas tp soudn sistem lbh bagus cafe2 biasa,jd bukan menghibur tp mrusak pendengaran",1 bintang
Ifatriani Ifatriani,"Ruangan nyaman, pelayanan memuaskan dan pastix menu recomended👍",5 bintang
Muhammad Andi Jayha,Tempat nya bagus dan makanan nya enak2 pokoknya tdak rugi mampir dsini,4 bintang
Nurul Khasanah Julyanti,"makanan enak, tempatnya cozy, pelayanan baik",5 bintang
GGC SKINCARE,"Tempat nya nyaman untuk nongkrong, makanannya juga enak2🥰 …",5 bintang
Nur jannah,"Makanannya enak, pelayanannya sangat memuaskan, suasananya nyaman.",5 bintang
Dian Ferdiana,"Pelayanan baik, makanan baik, staf sangat ramah dan membantu. Ambience bagus, restoran bersih dan tertata dengan baik. Makanannya jg enak, salah satu comfort place kalau mau makan dgn keluarga/rekan kerja",5 bintang
Andi Achmad Tahir,"Salah satu resto dan cafe yang Makanan Enak, Suasana Bagus, dan Pelayanan sangat ramah 👍👍👍👍 …",5 bintang
Andika Satrioaji,"Menunya berlimpah
Dari menu indonesia sampai western
Fine dining …",5 bintang
Nur Jannah,"tempat nya bgus, banyak spot foto nya
makanannya variannya banyak mulai yg western yg lokal food",5 bintang
Babe Cutie,Atmosphere bagus..makanan lumayan.. sudah sering makan disini. Tp kali ini kecewa banget di avocado coffeenya ada rambut 2 lagi 🫠🤮🤢😱 kasitau ke pegawainya malahan seakan customer yg bohong.. respond sgt tdk baik.. bukan mau gratisan atau apa ya. Sy sudah ke goodfield hampir tiap minggu.. tp di perlakuin kyk gitu seakan bhg.. 🥲🥲 …,1 bintang
tenri act,Iga Bakarr Andalann banget pokoknya!!!!😍😍😍 …,5 bintang
GGC SKINCARE,"Tempat nya nyaman untuk nongkrong, makanannya juga enak2🥰",5 bintang
Andi Achmad Tahir,"Salah satu resto dan cafe yang Makanan Enak, Suasana Bagus, dan Pelayanan sangat ramah 👍👍👍👍",5 bintang
Andika Satrioaji,"Menunya berlimpah
Dari menu indonesia sampai western
Fine dining
Balance and clean masakannya
Terbaik",5 bintang
Babe Cutie,Atmosphere bagus..makanan lumayan.. sudah sering makan disini. Tp kali ini kecewa banget di avocado coffeenya ada rambut 2 lagi 🫠🤮🤢😱 kasitau ke pegawainya malahan seakan customer yg bohong.. respond sgt tdk baik.. bukan mau gratisan atau apa ya. Sy sudah ke goodfield hampir tiap minggu.. tp di perlakuin kyk gitu seakan bhg.. 🥲🥲,1 bintang
tenri act,Iga Bakarr Andalann banget pokoknya!!!!😍😍😍,5 bintang
Akun Terhapus,"Semuanya Ok ,tempat untuk Nongkrong yang bagus, Mushollah nya juga ada",5 bintang
Fitri Yulianty Hafid,"Tempatnya nyaman, lokasi strategis, pelayanan ramah, apalg makananx uenak dgn hrga yg terjangkau",5 bintang
Indra Rukmana Army,Salah satu cafe yang asyik  bersama keluarga di akhir pekan🙂 …,5 bintang
Evelyn Tan,Makanan & minuman enak. Good ambiance dan pelayanan bagus.,5 bintang
Farah Zhahirah,"Pelayanannya oke, makanannya enaak dan tempatnya the best! Very recommended 👍😍 …",5 bintang
Arif Surianggo YES Mentor SB30,"Good Field Restaurant di Makassar menerima banyak ulasan positif dari pengunjungnya. Mereka terkenal dengan pelayanan yang baik, suasana yang nyaman, dan makanan yang lezat. Pengunjung sering memuji variasi menu dan cita rasa yang …",5 bintang
Kunti Badiah,"Makanan enak semua, ngga ada yg failed. Cafe estetik. Harga masih reasonable, termasuk terjangkau untuk ukuran cafe inii. Masih di range harga 40-100rban. …",5 bintang
alfarezel nabih,Banyak varian makanan enak2 untuk keluarga,5 bintang
Cynthia Mediana,"Semuanya bagus, makanan enak dan pelayanan oke. Sangat recommended
.",5 bintang
Andi Yaumil,"Pizzanya enak, spagetti boscaiola nya juara🫰🏻 …",5 bintang
Indra Rukmana Army,Salah satu cafe yang asyik  bersama keluarga di akhir pekan🙂,5 bintang
Farah Zhahirah,"Pelayanannya oke, makanannya enaak dan tempatnya the best! Very recommended 👍😍",5 bintang
Arif Surianggo YES Mentor SB30,"Good Field Restaurant di Makassar menerima banyak ulasan positif dari pengunjungnya. Mereka terkenal dengan pelayanan yang baik, suasana yang nyaman, dan makanan yang lezat. Pengunjung sering memuji variasi menu dan cita rasa yang memuaskan, serta harga yang sebanding dengan kualitas makanan yang disajikan.

Menurut ulasan di beberapa situs, Good Field dikenal dengan hidangan laut segar dan masakan khas Sulawesi Selatan yang autentik. Salah satu hal yang menarik dari restoran ini adalah area tempat duduk yang luas dan pelayanan yang cepat, meskipun sering penuh saat jam makan siang dan malam

Secara keseluruhan, Good Field dianggap sebagai salah satu restoran terbaik di Makassar yang layak untuk dicoba, terutama bagi pencinta makanan laut dan kuliner lokal.",5 bintang
Kunti Badiah,"Makanan enak semua, ngga ada yg failed. Cafe estetik. Harga masih reasonable, termasuk terjangkau untuk ukuran cafe inii. Masih di range harga 40-100rban.

Pelayannya juga ramah, helpful, cepat juga. Bakal rekomenin temen2 buat kesini.",5 bintang
Soviane Tan,"tempatnya nyaman + bersih, pelayanannya sopan + ramah, makanannya enak. mantap",5 bintang
Stevina Haosana,"Jenis menu makanan yang di pesan semuanya enak dengan penyajian yamg menarik . Layanan juga baik ,suasana yang nyaman .cocok bersama keluarga 🤗🤗🤗 …",5 bintang
Nisa Alfriani,"Makanan,minuman enak semua,pelayanannya tetap ramah meskipun ramai.Next bakalan datang lagi..",5 bintang
Faramita Sari,"Makanan enak, tempat nya nyaman dan pelayan nya ramah2",5 bintang
Fitri Amaliyah,"Pelayanan sangat baik,dan makanannya enakk",5 bintang
Niken lee,"Makanan nya enak2 semua, pelayanan nya bagus dan ramah..",5 bintang
042 Putri Ariani,"jelek skli adminnya, slow respon nd tau jg gmn sistem balas chatnya 2 nomor sya pke yg prtma nd na balas2 yg nomor kedua ku na balas sekali blg msih bisa resevasi bru hilang",1 bintang
Nur Ainun Mutmainnah,"Makanan enak, pelayanan nya ramah",5 bintang
Nur Fadillah,Sangat disayangkan pengalaman kuliner harus dirusak dengan tukang parkir yang seperti tukang palak. Dikasih sesuai maunya bukannya bilang terima kasih malah ditatap seperti mau diterkam. Tolonglah kalau bisa pihak manajemen tentukan aja …,3 bintang
LAVINA SKINCARE INDONESIA,"Ngerayain ultah d sini
Over all semua enak ❤️‍🔥 …",5 bintang
Stevina Haosana,"Jenis menu makanan yang di pesan semuanya enak dengan penyajian yamg menarik . Layanan juga baik ,suasana yang nyaman .cocok bersama keluarga 🤗🤗🤗",5 bintang
Nur Fadillah,"Sangat disayangkan pengalaman kuliner harus dirusak dengan tukang parkir yang seperti tukang palak. Dikasih sesuai maunya bukannya bilang terima kasih malah ditatap seperti mau diterkam. Tolonglah kalau bisa pihak manajemen tentukan aja berapa tarif valet dan parkirnya biar ga kejadian seperti ini lg.... Next skip aja lah msh bnyak cafe resto yg lebih mantap, untung belum jadi member😁😁😁",3 bintang
LAVINA SKINCARE INDONESIA,"Ngerayain ultah d sini
Over all semua enak ❤️‍🔥",5 bintang
Lady Angelina santos,suasana dan tempatnya sangat recommended,5 bintang
Leny Da Costa,"Makanannya enakk, dan pelayannya ramah. Tempatnya jg nyamann bgt💯 …",5 bintang
Carolin Tjia,Makanannya enak. Pelayanannya baik. Trmpatnya nyaman,5 bintang
Astuty Nasir,rekomen sup iga bakar mantapppp,5 bintang
evie wijaya,"Makanannya enak, tempat nya nyaman, bersama anak2 Dan keluarga",5 bintang
Stefanus Halim,Tempat sangat nyaman. Makanan enak 👍🏻 …,5 bintang
Istiqamah Djumingin,makanan enak dan pelayanannya sangat memuaskan,5 bintang
Dwi Anggita (anggita),oke keren sih tempatnya,5 bintang
Mery Fachmy,"Suasana g terlalu brisik, menu2 makanan yg d pesan jg rasax tdk mengecewakan, minumanx apalagi jus2x enak dan soal harga tdk mahal padahal t4 nya bagus nyaman.",5 bintang
Azhka Alfarizqi Alamsyah,"Pelayanan ramah, tempat nyaman, dan makanan enak, cocok buat kumpul keluarga & teman",5 bintang
Leny Da Costa,"Makanannya enakk, dan pelayannya ramah. Tempatnya jg nyamann bgt💯",5 bintang
Stefanus Halim,Tempat sangat nyaman. Makanan enak 👍🏻,5 bintang
Afiff Wira Pradana,"nice place, tapi pelayanannya lamaa (pasta salmon, steak).
recommended: pizza (bolognaise) & goodfields coffee.",4 bintang
Annisa Luthfiyah Handini,"Tempatnya nyaman, adem, bersih, dannn bagus buat foto2. Mushola dan toiletnya juga bersihh. Makanannya jg enakkk dan datangnya ga lama2 amat, standar.",5 bintang
Insana Rauf,"Bersih, menunya enak",5 bintang
Graceshiela Jess,Tempatnya nyaman dan makanannya sma harganya worth it,5 bintang
anurawli's Home,"Makanannya enak, tempatnya nyaman. Bagus",5 bintang
Fitri yanthie,"Always jadi pilihan tempat ngumpul bareng teman dan keluarga, paling syukaa dengan pelayanan terbaik yg ramah dan makanan selalu bikin nagih❤️",5 bintang
Chusnul Qhatimah Ramli,"Pakai ruang vip untuk acara halal bi halal kantor. Suasananya nyaman, tenang, tempatnya estetik sekali. Staff dan pelayannya sangat ramah dan menguasai menu-menunya kalau ditanya rasanya dan bahannya, bisa menjelaskan detil. So far, recommended untuk kesini lagi",5 bintang
Glad,tempatnya cozy dan makanannya enak-enak. worth to try!,5 bintang
Nurul hudayah,Makanan enak..pelayanan oke dan cepat..suasana nyaman,5 bintang
Hans Affriandy,"Makanan enak dan harga cukup murah untuk kelas restoran bagus.
Menurut saya kualitas rasanya lebih baik dari jaringan restoran top makassar seperti P*nb*k*rs",5 bintang
Alfrida Pasangallo,"Makanannya enak, tempatnya nyaman banget",5 bintang
Utami Kartika,"Makanannya enak semua, tempatnya nyaman",5 bintang
andi febryawalliya,"tempatnya nyaman, pelayannya baik ramah and sopan, dari segi makanannya enak semoga bisa dipertahankan",4 bintang
Andi Ammi,Nasi gorengnya enak cuman 1 jam baru keluar,4 bintang
William Chandra,Suasana nyaman tempat yang bersih serta pilihan menu enak dengan harga menengah,5 bintang
Dody Zainuddin,Makanan dan minunan enak,5 bintang
sulistianingsih naimah,"Makanannya enak, cuma agak lama pelayanannya.",5 bintang
Nilam Sukarno,"Pelayanannya bagus banget, ramah, tempatnya nyaman dan makanannya enak",5 bintang
Melanie Howard,Kalau untuk makanannya worth itki tawwa tapi sayangnya sebelum itu bikin jengkel karena sudah reservasi jauh jauh hari dan sudah diiyakan pas hari H katanya ada yang reservasi duluan. Dikasih vip tapi harus tambah biaya. Lain kali mohon teliti. Btw di sini banyak spot fotonya.,4 bintang
adryana khaeruddin,Makanannya enak dan pelayanan yg cepat,5 bintang
datau cathy,"Interiornya cantik, cozy, cukup nyaman. Hanya agak rapat jarak 1 meja dg yg lain jd suara2 antara meja saling mengganggu.
Rasa makanan & minuman, standarlah. …",4 bintang
Nurjannah Lihawa,"Masalah makanan dan minuman sudah enak,ambience juga nyaman tapi kadang suara musik terlalu keras sehingga sulit kami ngobrol2 saat nongkrong disini",5 bintang
Jumrana Audia,Pelayanan dan kebersihannya bagus,5 bintang
Rara Malhadi,"makanannya enak², tempatnya nyaman.",5 bintang
Tri Hantoni,"Makanan enak, tempatnya bersih, pelayanannya bagus.",5 bintang
Virginia Ellen,"Pelayanannya bagus dan cepat, makanannya enak..",5 bintang
Olivia Angyanan,"dari segi pelayanannya udah sangat memuaskan, makanannya jg enak” .. semakin di pertahankan soal rasa dan pelayanannya",5 bintang
Steven Lengkey,"Suasana nyaman dan makanan enak yang variatif, terimakasih",5 bintang
aat ngiji,"tempat nyaman, makanan oke, pelayanan ramah",5 bintang
herlina elin,tempatnya cosy dan nyaman. Makanan enak dan banyak variasi,5 bintang
datau cathy,"Interiornya cantik, cozy, cukup nyaman. Hanya agak rapat jarak 1 meja dg yg lain jd suara2 antara meja saling mengganggu.
Rasa makanan & minuman, standarlah.
TOILETNYA SUPER BERSIHHH!!
Stafnya tau semua ingredients  & rasa makanan & minuman, cekatan, ramah, friendly. Ada 1 staf cowok yg tinggi, putih (sayangnya gak sempat tanya nama. Waktu itu jumat 15 Juli pk. 2-4sore) perhatian sekali sama Ibu sy yg lansia waktu mau ke toilet. Dia cepat2 ke pintu yg jaraknya skitar 7m dri tempat berdirinya utk bukain pintu buat ibu sy keluar ke lokasi toilet. Gitu juga waktu selesai dari toilet dia sudah siap bukain pintu. WOW!!
Keep the good things up! Thanks so much!",4 bintang
ervina hosan,makanannya enak dan servicenya jg baik👍🏻👍🏻 …,5 bintang
Muh Iqbal,"Pelayanannya kurang baik, pesanan sangat lambat datang. Beef nya juga agak keras.",1 bintang
iwan kurniawan,"Tempat yg asik berkumpul dengan keluarga ,tmn & sahabat",5 bintang
Muhammad Arfan,"Tempatnya cozy,,makanan juga enak enak..harga afordable..pokoknya most favorite deh...",5 bintang
Diana Kongsyahyiu,"Recommended untuk orang yang lagi nyari makanan enak dan bisa untuk nongkrong, pelayanan nya juga baik. Pokoknya sangat recommended",5 bintang
M Ali,Tempat nyaman dan aman dikunjungi,5 bintang
Rita J,"Suasana kafe sangat nyaman, apalagi untuk berkumpul dengan keluarga dn aman untuk anak.. menu baru untuk anak chiken ring,,nanti akan kesini lagi..",5 bintang
Hj.musdalifa wahab Ifah,"Makanan dan minumannya enak, pelayanannya sangat memuaskan",5 bintang
AGUSTONO DWI RACHADI,"Makanan enak. Suasana nyaman
Pelayanan ramah.",5 bintang
Azhariah Arafah,"makanannya enak, tempat bersih 👍🏻 …",5 bintang
ervina hosan,makanannya enak dan servicenya jg baik👍🏻👍🏻,5 bintang
Azhariah Arafah,"makanannya enak, tempat bersih 👍🏻",5 bintang
wenny winata,"Makanan enak, pelayanannya ramahh 🥰 …",5 bintang
Meita Puspita,Tempatnya sangat nyaman dan makanannya enak,5 bintang
Kukuh endy lazarus,"Makanan enak,tempatx bersih dan nyaman",5 bintang
Stwulan Dari,Makanan nya enak2 semua tempatnya nyaman recommended restaurant 👍🏻 …,5 bintang
pytha biru,"Suasana & layanan oke 👍
Makanannya menurut lidah saya agak keasinan, mungkin tergantung selera & tingkat keasinan masing-masing 😊 …",4 bintang
Fitrah Yanti Sani,Penyajian makanan agak lama,5 bintang
Riski Anreani,"Makanannya enak, tempatnya nyaman",5 bintang
Michelle Sutjianus,"makanannya enak, suasanya juga nyaman👍🏻👍🏻 …",5 bintang
Eddy Khow,"Tempat makan Favorit. Makanannya enak2 n banyak pilihan......Tips, saladnya enak, sampai sore sering habis. Jadi kalau makan salad, datangnya siang........",5 bintang
Julian,"Makanan enak, atmosphere calm, service cepat",4 bintang
wenny winata,"Makanan enak, pelayanannya ramahh 🥰",5 bintang
Stwulan Dari,Makanan nya enak2 semua tempatnya nyaman recommended restaurant 👍🏻,5 bintang
pytha biru,"Suasana & layanan oke 👍
Makanannya menurut lidah saya agak keasinan, mungkin tergantung selera & tingkat keasinan masing-masing 😊",4 bintang
Michelle Sutjianus,"makanannya enak, suasanya juga nyaman👍🏻👍🏻",5 bintang
Muhammad Adifitra J,"Restoran mewah, sup iga bakarnya enak bangettt",5 bintang
andi ridwan,"Suasan nyaman..
Tersedia untuk tempat utk outdoor juga..",5 bintang
ivana narthovanie,Makanan & pelayanannya the best!! Free ice cream for kids!! 🩷🩷 …,5 bintang
Fatma,"Makanannya enak,tempat nya bagus",5 bintang
Austin Oendy,"Tolong saya jadi malas makan gara gara tukang parkirnya, masa di kasih 3000 maksa minta 5000 sampai mobil saya di kejar"" Padahal posisi parkiran lagi sepi aneh bgt gr gr itu jadi ga bakal saya makan disini lg",1 bintang
Yadi Awal,Harga minuman botolx yang sangat berlipat2 harganya tolong di evaluasi lg,5 bintang
Mei Drop68,"Gila sih ini resto
Pas buka menu memang agak pricey, tapi pas makanan dan minuman datang beuuuuh 100% worth it …",5 bintang
NABILA SYFKA APRILIANTI 0085790559,"suasana nya nyaman, makanan ny enak.",5 bintang
Caca El Cuervo,Tempat makan keluarga yang nyaman,5 bintang
Syamsurung Syam,Makanannya enak tempatnya bagus pelayanan cukup ramah,5 bintang
ivana narthovanie,Makanan & pelayanannya the best!! Free ice cream for kids!! 🩷🩷,5 bintang
Mei Drop68,"Gila sih ini resto
Pas buka menu memang agak pricey, tapi pas makanan dan minuman datang beuuuuh 100% worth it
Kita nyoba Soto Betawi dan Sop Iga Rempah, rasanya otentik banget, rempahnya kerasa, bener2 dipikirin makanannya
Piringnya gede, jadi Kripik Melinjo 'sekarung' pun aman di piring
Nyoba juga Avocado dan Ice Chocolate, penyajiannya cepet banget, alpukatnya creamy banget ga abal2, Ice Chocolate juga enak banget

Overall makanan dan minuman worth it bgt
Ada baiknya kesini pake grab atau gojek aja, ruang parkir sempit bgt

Suasana lantai 1 best, ga ada lawan, luas bgt, kesan mewah tapi nyaman dan hangat
Ada ruangan dalam dan luar buat yg smoking",5 bintang
Dwina Salsadirah,"Tempatnya nyaman dan bagus, makanan dan minuman enakk",5 bintang
Victor Wissan,"Tempatnya nyaman dan menyenangkan, makanannya enak, terutama dagingnya sangat lembut dan lumer di lidah.",5 bintang
Rizky Adhi Listyanto,Ini restaurant Elit tukang parkir kayak preman! Orang sudah makan ratusan ribu tukang parkir juga minta ratusan ribu gitu! Tidak ramah banget itu tukang parkir. Hati Hati makan disini pulang nya loe syukur kalo motor atau mobil loe aman,3 bintang
Munajizah Arifudin,"Makanannya enak2,, top lahh",4 bintang
Chelsea Piyono,Tempatnya cukup nyaman suasananya juga santai. Makanannya enak dan layanannya cukup cepat. Lagunya up beat dan enak haha. Tempat bersih.,5 bintang
Maura Gerarda Randang,"Tempatnya nyaman, makanan perlu diperbaiki sedikit. Nasi goreng satenya agak sedikit terlalu manis & kebanyakan minyak.",4 bintang
Nur Aeni Basir,Pelayanannya memuaskan dan makanannya enak,5 bintang
Meylin Saino,"Pesan wagyu steik , enak dagingnya empuk. Sesuai harga dan rasa👍👍👍👍, hanya agak lama menunggu makanannya baru keluar …",5 bintang
Jeanry Daltones Christian,Pelayanannya sangat ramah dan makanannya enak enak 👍👍😊 …,5 bintang
narto times,"Tempatnya bagus,
pelayanannya bagus,
makannya juga enak, cuma entah kenapa pulang mules banget.",4 bintang
Meylin Saino,"Pesan wagyu steik , enak dagingnya empuk. Sesuai harga dan rasa👍👍👍👍, hanya agak lama menunggu makanannya baru keluar",5 bintang
Masyita Ahmad Opier,"Sukaaaa semuaaa, bisa sholat musholla mukena bersih, suasana nyaman makanan ya lumayan lahh, sy suka suda 2x kesini dan kayaknya bakal terus kesini",5 bintang
Adi AGP,View nya bagus,4 bintang
Arfifah Armin,Makanannya enak-enak dan pelayannya sangat friendly,5 bintang
Clairine Thesman,"Makanannya enak,pelayanan cepat",5 bintang
Arifa Merdania,"Good food, good vibes, nyaman, pelayanan ramah top top markotop",5 bintang
aulia putri,Coffee dan Pizza nya enak bangeettt... Excellent 👌🏻🥰 …,5 bintang
Retjeh Management,"Makanannya enak bgt, pelayanannya gercep…",5 bintang
Dhayen Aura,"Semua menunya ndada yang gagal. Semua enak, pelayanan ramah, tempat nyaman, bagus buat foto2 cantik",5 bintang
Rini Yulianingsih,"- permintaan sambel kita remind sampai 3X baru tiba
- musik kalau bisa kecilin dikit hehe
- pizza chick oriental B aja …",5 bintang
Andi Nana Mutmainnah,"Pelayanan makanannya ga di follow up sampai lupa makanan, nunggu makanan sampai 2 jam",1 bintang
aulia putri,Coffee dan Pizza nya enak bangeettt... Excellent 👌🏻🥰,5 bintang
Rini Yulianingsih,"- permintaan sambel kita remind sampai 3X baru tiba
- musik kalau bisa kecilin dikit hehe
- pizza chick oriental B aja
- mango shake enak ✔️
- soto betawi, nasgor tuna & good field noodle enak /recommended ✔️",5 bintang
Jessica Winarta,"Pesan steak well done malah dikasih yang gosong pas dimakan keras dan tdk mau digantikan, alasannya well done emang keras. Padahal sbelumny sdh sring pesan well done tdk keras dari tampaknya emg sdh kliatan gosong.",1 bintang
Gabriel Jeremia,"Layanan baik, makanan enak, tempat sangat nyaman",5 bintang
Doel Rahim,"Makanan enak, suasana nyaman, pelayanan sangat ramah, harganya diatas rata2",4 bintang
rezki amalia,Makanannya enak..mulai dari soto betawi dagingnya empuk. Pizzanya yummy minumannya juga recomended sdh beberapa di coba smuanya enak..,5 bintang
Andi Sunrah,Sangat ramah pelayananya,5 bintang
Muhammad Mahdiy Alfarizy,"Pelayanan terbaik, cafe dengan makanan dan minuman terenak yang pernah saya coba dari cafe"" lain yang ada di makassar",5 bintang
asmar amin karaka,"Tempat nyante yg enak, makananx juga enak enak",5 bintang
Isma Ismayanti,Makanannya enak dan tempat nyaman,5 bintang
Jeril JM,Makanannya lumayan oke untuk harga yang masih reasonable untuk cafe. Tempatnya juga nyaman dan pelayanannya good.,5 bintang
Sarah Aziza,"makanannya enak, harganya juga masih masuk akal. di tengah kota dan dingin. cuman saran mushollah nya kasih agak dingin",5 bintang
Lista Lita,"Bagus sekali pelayanannya, menanyakan kritik dan saran. Menawarkan menu, cleaning, dll. Caffe seperti ini yang luar biasa👍 …",5 bintang
Vallent Vallent,"Tempatnya nyaman dan pelayanan sangat baik, menu-menunya sangat bervariasi",5 bintang
Ariandy Zhafran,Pelayanan yg ramah makanan enak2,5 bintang
Abdul Rajab,"Pelyanan amburadul saya datang di awal sampai mau balik pesanan belum datang, kacau",1 bintang
